snapshot_date,sku,product_name,category,warehouse,current_stock_kg,avg_daily_sales,days_no_movement,last_sale_date,lead_time_days,safety_stock,reorder_point,ideal_stock,needs_reorder,unit_cost_inr,total_value_inr,monthly_holding_cost,aging_bucket,is_dead_stock,health_score,supplier
2023-02-01,SP001,Soy Isolate 500g,Finished Good,Pune WH,753,2.26,67,2022-11-26,21,23,70,67,0,950,715350,14307.0,Very Slow (61-90d),0,0.0,SUP-11
2023-02-01,WP001,Whey Protein 1kg,Finished Good,Bangalore WH,28,54.1,9,2023-01-23,12,324,973,1622,1,1800,50400,1008.0,Active (0-30d),0,97.0,SUP-07
2023-02-01,WP001,Whey Protein 1kg,Finished Good,Delhi WH,417,33.01,30,2023-01-02,17,280,841,990,1,1800,750600,15012.0,Active (0-30d),0,13.7,SUP-11
2023-02-01,WP001,Whey Protein 1kg,Finished Good,Mumbai WH,170,52.82,15,2023-01-17,16,422,1267,1584,1,1800,306000,6120.0,Active (0-30d),0,87.7,SUP-10
2023-02-01,WP001,Whey Protein 1kg,Finished Good,Pune WH,193,37.51,12,2023-01-20,8,150,450,1125,1,1800,347400,6948.0,Active (0-30d),0,54.0,SUP-05
2023-02-01,WP002,Whey Protein 2kg,Finished Good,Bangalore WH,89,27.69,30,2023-01-02,13,179,538,830,1,3200,284800,5696.0,Active (0-30d),0,82.3,SUP-11
2023-02-01,WP002,Whey Protein 2kg,Finished Good,Delhi WH,361,35.51,16,2023-01-16,10,177,532,1065,1,3200,1155200,23104.0,Active (0-30d),0,24.1,SUP-04
2023-02-01,WP002,Whey Protein 2kg,Finished Good,Mumbai WH,48,23.52,36,2022-12-27,19,223,669,705,1,3200,153600,3072.0,Slow (31-60d),0,88.0,SUP-01
2023-02-01,WP002,Whey Protein 2kg,Finished Good,Pune WH,550,26.9,38,2022-12-25,24,322,967,806,1,3200,1760000,35200.0,Slow (31-60d),0,2.0,SUP-10
2023-03-01,BC001,BCAA 300g,Finished Good,Bangalore WH,256,25.64,24,2023-02-05,17,217,652,769,1,1200,307200,6144.0,Active (0-30d),0,21.9,SUP-04
2023-03-01,BC001,BCAA 300g,Finished Good,Delhi WH,147,2.87,103,2022-11-18,15,21,63,85,0,1200,176400,3528.0,Dead (90+d),1,0.0,SUP-08
2023-03-01,BC001,BCAA 300g,Finished Good,Mumbai WH,519,35.04,21,2023-02-08,20,350,1050,1051,1,1200,622800,12456.0,Active (0-30d),0,13.2,SUP-07
2023-03-01,BC001,BCAA 300g,Finished Good,Pune WH,461,24.09,28,2023-02-01,17,204,613,722,1,1200,553200,11064.0,Active (0-30d),0,6.3,SUP-06
2023-03-01,CB001,Casein Blend 1kg,Finished Good,Bangalore WH,437,15.23,34,2023-01-26,20,152,456,456,1,1600,699200,13984.0,Slow (31-60d),0,0.0,SUP-11
2023-03-01,CB001,Casein Blend 1kg,Finished Good,Delhi WH,258,14.53,36,2023-01-24,21,152,457,435,1,1600,412800,8256.0,Slow (31-60d),0,4.8,SUP-08
2023-03-01,CB001,Casein Blend 1kg,Finished Good,Mumbai WH,368,12.89,7,2023-02-22,14,90,270,386,0,1600,588800,11776.0,Active (0-30d),0,8.1,SUP-06
2023-03-01,CB001,Casein Blend 1kg,Finished Good,Pune WH,471,14.12,36,2023-01-24,22,155,465,423,0,1600,753600,15072.0,Slow (31-60d),0,0.0,SUP-02
2023-03-01,CL001,Collagen Peptides 250g,Finished Good,Bangalore WH,46,26.94,30,2023-01-30,18,242,726,808,1,1450,66700,1334.0,Active (0-30d),0,90.0,SUP-09
2023-03-01,CL001,Collagen Peptides 250g,Finished Good,Delhi WH,172,26.35,37,2023-01-23,16,210,631,790,1,1450,249400,4988.0,Slow (31-60d),0,33.4,SUP-06
2023-03-01,CL001,Collagen Peptides 250g,Finished Good,Mumbai WH,165,26.16,20,2023-02-09,8,104,313,784,1,1450,239250,4785.0,Active (0-30d),0,40.6,SUP-01
2023-03-01,CL001,Collagen Peptides 250g,Finished Good,Pune WH,474,27.47,9,2023-02-20,20,274,823,824,1,1450,687300,13746.0,Active (0-30d),0,14.3,SUP-02
2023-03-01,CR001,Creatine Monohydrate,Finished Good,Bangalore WH,546,29.36,3,2023-02-26,24,352,1056,880,1,800,436800,8736.0,Active (0-30d),0,15.1,SUP-01
2023-03-01,CR001,Creatine Monohydrate,Finished Good,Delhi WH,150,25.45,36,2023-01-24,18,229,687,763,1,800,120000,2400.0,Slow (31-60d),0,38.6,SUP-07
2023-03-01,CR001,Creatine Monohydrate,Finished Good,Mumbai WH,421,27.17,41,2023-01-19,9,122,366,815,0,800,336800,6736.0,Slow (31-60d),0,5.6,SUP-02
2023-03-01,CR001,Creatine Monohydrate,Finished Good,Pune WH,35,26.74,44,2023-01-16,9,120,360,802,1,800,28000,560.0,Slow (31-60d),0,85.3,SUP-10
2023-03-01,EW001,Egg White Protein 1kg,Finished Good,Bangalore WH,527,1.66,131,2022-10-21,18,14,43,49,0,1900,1001300,20026.0,Dead (90+d),1,0.0,SUP-11
2023-03-01,EW001,Egg White Protein 1kg,Finished Good,Delhi WH,91,1.04,54,2023-01-06,11,5,16,31,0,1900,172900,3458.0,Slow (31-60d),0,0.0,SUP-03
2023-03-01,EW001,Egg White Protein 1kg,Finished Good,Mumbai WH,203,0.74,102,2022-11-19,17,6,18,22,0,1900,385700,7714.0,Dead (90+d),1,0.0,SUP-08
2023-03-01,EW001,Egg White Protein 1kg,Finished Good,Pune WH,66,1.84,103,2022-11-18,18,16,49,55,0,1900,125400,2508.0,Dead (90+d),1,0.0,SUP-08
2023-03-01,MG001,Mass Gainer 3kg,Finished Good,Bangalore WH,66,13.48,31,2023-01-29,13,87,262,404,1,4200,277200,5544.0,Slow (31-60d),0,50.0,SUP-05
2023-03-01,MG001,Mass Gainer 3kg,Finished Good,Delhi WH,219,14.9,24,2023-02-05,15,111,334,447,1,4200,919800,18396.0,Active (0-30d),0,12.3,SUP-10
2023-03-01,MG001,Mass Gainer 3kg,Finished Good,Mumbai WH,358,13.0,7,2023-02-22,11,71,214,390,0,4200,1503600,30072.0,Active (0-30d),0,8.5,SUP-06
2023-03-01,MG001,Mass Gainer 3kg,Finished Good,Pune WH,538,9.79,8,2023-02-21,24,117,351,293,0,4200,2259600,45192.0,Active (0-30d),0,0.0,SUP-04
2023-03-01,PP001,Plant Protein 1kg,Finished Good,Bangalore WH,542,41.83,41,2023-01-19,18,376,1128,1254,1,1750,948500,18970.0,Slow (31-60d),0,9.4,SUP-04
2023-03-01,PP001,Plant Protein 1kg,Finished Good,Delhi WH,567,33.35,28,2023-02-01,21,350,1050,1000,1,1750,992250,19845.0,Active (0-30d),0,8.3,SUP-05
2023-03-01,PP001,Plant Protein 1kg,Finished Good,Mumbai WH,26,26.3,9,2023-02-20,22,289,867,788,1,1750,45500,910.0,Active (0-30d),0,97.0,SUP-03
2023-03-01,PP001,Plant Protein 1kg,Finished Good,Pune WH,280,33.1,36,2023-01-24,8,132,396,992,1,1750,490000,9800.0,Slow (31-60d),0,23.3,SUP-05
2023-03-01,RM001,Whey Concentrate WPC,Raw Material,Bangalore WH,291,77.43,43,2023-01-17,13,503,1509,2322,1,850,247350,4947.0,Slow (31-60d),0,65.2,SUP-04
2023-03-01,RM001,Whey Concentrate WPC,Raw Material,Delhi WH,58,69.62,28,2023-02-01,18,626,1879,2088,1,850,49300,986.0,Active (0-30d),0,90.7,SUP-09
2023-03-01,RM001,Whey Concentrate WPC,Raw Material,Mumbai WH,565,42.01,29,2023-01-31,24,504,1512,1260,1,850,480250,9605.0,Active (0-30d),0,12.6,SUP-03
2023-03-01,RM001,Whey Concentrate WPC,Raw Material,Pune WH,408,50.6,0,2023-03-01,20,505,1516,1517,1,850,346800,6936.0,Active (0-30d),0,37.1,SUP-08
2023-03-01,RM002,Casein Powder,Raw Material,Bangalore WH,399,28.37,5,2023-02-24,17,241,723,851,1,920,367080,7341.6,Active (0-30d),0,19.6,SUP-02
2023-03-01,RM002,Casein Powder,Raw Material,Delhi WH,418,17.04,23,2023-02-06,11,93,280,511,0,920,384560,7691.2,Active (0-30d),0,4.5,SUP-05
2023-03-01,RM002,Casein Powder,Raw Material,Mumbai WH,343,1.85,154,2022-09-28,20,18,54,55,0,920,315560,6311.2,Dead (90+d),1,0.0,SUP-09
2023-03-01,RM002,Casein Powder,Raw Material,Pune WH,172,28.48,6,2023-02-23,19,270,811,854,1,920,158240,3164.8,Active (0-30d),0,47.4,SUP-10
2023-03-01,RM003,Soy Protein Isolate,Raw Material,Bangalore WH,69,3.86,151,2022-10-01,9,17,51,115,0,780,53820,1076.4,Dead (90+d),1,0.0,SUP-02
2023-03-01,RM003,Soy Protein Isolate,Raw Material,Delhi WH,566,4.33,34,2023-01-26,15,32,97,130,0,780,441480,8829.6,Slow (31-60d),0,0.0,SUP-03
2023-03-01,RM003,Soy Protein Isolate,Raw Material,Mumbai WH,156,2.49,86,2022-12-05,9,11,33,74,0,780,121680,2433.6,Very Slow (61-90d),0,0.0,SUP-08
2023-03-01,RM003,Soy Protein Isolate,Raw Material,Pune WH,111,2.19,174,2022-09-08,12,13,39,65,0,780,86580,1731.6,Dead (90+d),1,0.0,SUP-08
2023-03-01,RM004,BCAA Powder Bulk,Raw Material,Bangalore WH,540,19.68,14,2023-02-15,8,78,235,590,0,1100,594000,11880.0,Active (0-30d),0,6.2,SUP-08
2023-03-01,RM004,BCAA Powder Bulk,Raw Material,Delhi WH,342,1.77,187,2022-08-26,18,15,46,53,0,1100,376200,7524.0,Dead (90+d),1,0.0,SUP-10
2023-03-01,RM004,BCAA Powder Bulk,Raw Material,Mumbai WH,108,22.27,8,2023-02-21,17,189,567,667,1,1100,118800,2376.0,Active (0-30d),0,58.6,SUP-09
2023-03-01,RM004,BCAA Powder Bulk,Raw Material,Pune WH,143,12.65,14,2023-02-15,22,139,417,379,1,1100,157300,3146.0,Active (0-30d),0,21.7,SUP-10
2023-03-01,RM005,Collagen Hydrolysate,Raw Material,Bangalore WH,89,2.63,127,2022-10-25,7,9,27,78,0,650,57850,1157.0,Dead (90+d),1,0.0,SUP-06
2023-03-01,RM005,Collagen Hydrolysate,Raw Material,Delhi WH,163,3.65,69,2022-12-22,9,16,48,109,0,650,105950,2119.0,Very Slow (61-90d),0,0.0,SUP-08
2023-03-01,RM005,Collagen Hydrolysate,Raw Material,Mumbai WH,503,1.66,66,2022-12-25,11,9,27,49,0,650,326950,6539.0,Very Slow (61-90d),0,0.0,SUP-01
2023-03-01,RM005,Collagen Hydrolysate,Raw Material,Pune WH,265,3.6,176,2022-09-06,22,39,118,108,0,650,172250,3445.0,Dead (90+d),1,0.0,SUP-09
2023-03-01,RM006,Maltodextrin,Raw Material,Bangalore WH,382,4.98,91,2022-11-30,20,49,148,149,0,120,45840,916.8,Dead (90+d),1,0.0,SUP-07
2023-03-01,RM006,Maltodextrin,Raw Material,Delhi WH,152,51.07,42,2023-01-18,16,408,1225,1532,1,120,18240,364.8,Slow (31-60d),0,86.0,SUP-10
2023-03-01,RM006,Maltodextrin,Raw Material,Mumbai WH,382,44.74,44,2023-01-16,12,268,804,1342,1,120,45840,916.8,Slow (31-60d),0,20.4,SUP-07
2023-03-01,RM006,Maltodextrin,Raw Material,Pune WH,243,42.81,12,2023-02-17,23,492,1476,1284,1,120,29160,583.2,Active (0-30d),0,48.6,SUP-08
2023-03-01,RM007,Natural Flavors,Ingredient,Bangalore WH,327,0.25,180,2022-09-02,23,2,7,7,0,2200,719400,14388.0,Dead (90+d),1,0.0,SUP-06
2023-03-01,RM007,Natural Flavors,Ingredient,Delhi WH,516,1.84,103,2022-11-18,21,19,57,55,0,2200,1135200,22704.0,Dead (90+d),1,0.0,SUP-05
2023-03-01,RM007,Natural Flavors,Ingredient,Mumbai WH,272,2.32,127,2022-10-25,9,10,30,69,0,2200,598400,11968.0,Dead (90+d),1,0.0,SUP-06
2023-03-01,RM007,Natural Flavors,Ingredient,Pune WH,450,0.19,171,2022-09-11,24,2,6,5,0,2200,990000,19800.0,Dead (90+d),1,0.0,SUP-04
2023-03-01,RM008,Sucralose,Ingredient,Bangalore WH,148,1.78,170,2022-09-12,17,15,45,53,0,3400,503200,10064.0,Dead (90+d),1,0.0,SUP-04
2023-03-01,RM008,Sucralose,Ingredient,Delhi WH,508,0.5,87,2022-12-04,8,2,6,15,0,3400,1727200,34544.0,Very Slow (61-90d),0,0.0,SUP-04
2023-03-01,RM008,Sucralose,Ingredient,Mumbai WH,276,0.11,122,2022-10-30,12,0,1,3,0,3400,938400,18768.0,Dead (90+d),1,0.0,SUP-03
2023-03-01,RM008,Sucralose,Ingredient,Pune WH,179,1.48,113,2022-11-08,23,17,51,44,0,3400,608600,12172.0,Dead (90+d),1,0.0,SUP-08
2023-03-01,RM009,Vitamin Premix,Ingredient,Bangalore WH,543,14.62,17,2023-02-12,14,102,306,438,0,1800,977400,19548.0,Active (0-30d),0,0.0,SUP-09
2023-03-01,RM009,Vitamin Premix,Ingredient,Delhi WH,526,10.71,0,2023-03-01,8,42,127,321,0,1800,946800,18936.0,Active (0-30d),0,0.0,SUP-03
2023-03-01,RM009,Vitamin Premix,Ingredient,Mumbai WH,40,14.57,15,2023-02-14,11,80,240,437,1,1800,72000,1440.0,Active (0-30d),0,95.0,SUP-03
2023-03-01,RM009,Vitamin Premix,Ingredient,Pune WH,328,13.95,7,2023-02-22,13,90,271,418,0,1800,590400,11808.0,Active (0-30d),0,10.4,SUP-03
2023-03-01,RM010,Packaging Material,Packaging,Bangalore WH,540,45.94,37,2023-01-23,8,183,550,1378,1,180,97200,1944.0,Slow (31-60d),0,13.1,SUP-08
2023-03-01,RM010,Packaging Material,Packaging,Delhi WH,577,54.39,14,2023-02-15,23,625,1875,1631,1,180,103860,2077.2,Active (0-30d),0,23.6,SUP-04
2023-03-01,RM010,Packaging Material,Packaging,Mumbai WH,368,39.57,43,2023-01-17,9,178,534,1187,1,180,66240,1324.8,Slow (31-60d),0,17.8,SUP-04
2023-03-01,RM010,Packaging Material,Packaging,Pune WH,414,43.44,12,2023-02-17,24,521,1563,1303,1,180,74520,1490.4,Active (0-30d),0,27.4,SUP-06
2023-03-01,SP001,Soy Isolate 500g,Finished Good,Bangalore WH,672,2.56,179,2022-09-03,10,12,37,76,0,950,638400,12768.0,Dead (90+d),1,0.0,SUP-04
2023-03-01,SP001,Soy Isolate 500g,Finished Good,Delhi WH,60,2.53,142,2022-10-10,8,10,30,75,0,950,57000,1140.0,Dead (90+d),1,0.0,SUP-07
2023-03-01,SP001,Soy Isolate 500g,Finished Good,Mumbai WH,412,1.02,80,2022-12-11,17,8,25,30,0,950,391400,7828.0,Very Slow (61-90d),0,0.0,SUP-08
2023-03-01,SP001,Soy Isolate 500g,Finished Good,Pune WH,516,1.99,110,2022-11-11,8,7,22,59,0,950,490200,9804.0,Dead (90+d),1,0.0,SUP-09
2023-03-01,WP001,Whey Protein 1kg,Finished Good,Bangalore WH,103,35.51,40,2023-01-20,14,248,745,1065,1,1800,185400,3708.0,Slow (31-60d),0,86.7,SUP-01
2023-03-01,WP001,Whey Protein 1kg,Finished Good,Delhi WH,304,4.86,174,2022-09-08,23,55,166,145,0,1800,547200,10944.0,Dead (90+d),1,0.0,SUP-07
2023-03-01,WP001,Whey Protein 1kg,Finished Good,Mumbai WH,198,47.1,23,2023-02-06,7,164,493,1412,1,1800,356400,7128.0,Active (0-30d),0,63.3,SUP-01
2023-03-01,WP001,Whey Protein 1kg,Finished Good,Pune WH,346,39.87,0,2023-03-01,23,458,1374,1196,1,1800,622800,12456.0,Active (0-30d),0,34.5,SUP-08
2023-03-01,WP002,Whey Protein 2kg,Finished Good,Bangalore WH,283,20.87,28,2023-02-01,16,166,499,626,1,3200,905600,18112.0,Active (0-30d),0,12.7,SUP-10
2023-03-01,WP002,Whey Protein 2kg,Finished Good,Delhi WH,521,27.68,27,2023-02-02,10,138,414,830,0,3200,1667200,33344.0,Active (0-30d),0,6.9,SUP-01
2023-03-01,WP002,Whey Protein 2kg,Finished Good,Mumbai WH,38,24.54,17,2023-02-12,24,294,882,736,1,3200,121600,2432.0,Active (0-30d),0,94.3,SUP-02
2023-03-01,WP002,Whey Protein 2kg,Finished Good,Pune WH,181,20.03,32,2023-01-28,24,240,720,600,1,3200,579200,11584.0,Slow (31-60d),0,22.3,SUP-07
2023-04-01,BC001,BCAA 300g,Finished Good,Bangalore WH,256,32.37,17,2023-03-15,9,145,436,971,1,1200,307200,6144.0,Active (0-30d),0,32.1,SUP-10
2023-04-01,BC001,BCAA 300g,Finished Good,Delhi WH,354,35.27,33,2023-02-27,18,317,951,1058,1,1200,424800,8496.0,Slow (31-60d),0,18.8,SUP-03
2023-04-01,BC001,BCAA 300g,Finished Good,Mumbai WH,171,3.16,187,2022-09-26,10,15,46,94,0,1200,205200,4104.0,Dead (90+d),1,0.0,SUP-02
2023-04-01,BC001,BCAA 300g,Finished Good,Pune WH,539,37.36,35,2023-02-25,18,336,1008,1120,1,1200,646800,12936.0,Slow (31-60d),0,9.1,SUP-02
2023-04-01,CB001,Casein Blend 1kg,Finished Good,Bangalore WH,33,20.43,10,2023-03-22,18,183,550,612,1,1600,52800,1056.0,Active (0-30d),0,96.7,SUP-09
2023-04-01,CB001,Casein Blend 1kg,Finished Good,Delhi WH,103,18.51,15,2023-03-17,9,83,249,555,1,1600,164800,3296.0,Active (0-30d),0,48.4,SUP-09
2023-04-01,CB001,Casein Blend 1kg,Finished Good,Mumbai WH,337,16.27,19,2023-03-13,13,105,316,487,0,1600,539200,10784.0,Active (0-30d),0,8.1,SUP-11
2023-04-01,CB001,Casein Blend 1kg,Finished Good,Pune WH,320,23.14,18,2023-03-14,14,161,484,694,1,1600,512000,10240.0,Active (0-30d),0,15.6,SUP-07
2023-04-01,CL001,Collagen Peptides 250g,Finished Good,Bangalore WH,47,2.67,154,2022-10-29,14,18,55,80,1,1450,68150,1363.0,Dead (90+d),1,0.0,SUP-08
2023-04-01,CL001,Collagen Peptides 250g,Finished Good,Delhi WH,250,24.15,24,2023-03-08,23,277,832,724,1,1450,362500,7250.0,Active (0-30d),0,20.9,SUP-11
2023-04-01,CL001,Collagen Peptides 250g,Finished Good,Mumbai WH,394,26.68,36,2023-02-24,21,280,840,800,1,1450,571300,11426.0,Slow (31-60d),0,8.3,SUP-08
2023-04-01,CL001,Collagen Peptides 250g,Finished Good,Pune WH,320,21.39,22,2023-03-10,9,96,288,641,0,1450,464000,9280.0,Active (0-30d),0,12.7,SUP-06
2023-04-01,CR001,Creatine Monohydrate,Finished Good,Bangalore WH,343,23.56,33,2023-02-27,12,141,423,706,1,800,274400,5488.0,Slow (31-60d),0,9.5,SUP-03
2023-04-01,CR001,Creatine Monohydrate,Finished Good,Delhi WH,180,32.4,40,2023-02-20,19,307,922,972,1,800,144000,2880.0,Slow (31-60d),0,40.4,SUP-09
2023-04-01,CR001,Creatine Monohydrate,Finished Good,Mumbai WH,380,22.73,25,2023-03-07,12,136,408,681,1,800,304000,6080.0,Active (0-30d),0,9.6,SUP-09
2023-04-01,CR001,Creatine Monohydrate,Finished Good,Pune WH,473,28.93,33,2023-02-27,19,274,823,868,1,800,378400,7568.0,Slow (31-60d),0,7.3,SUP-11
2023-04-01,EW001,Egg White Protein 1kg,Finished Good,Bangalore WH,544,0.09,134,2022-11-18,22,0,1,2,0,1900,1033600,20672.0,Dead (90+d),1,0.0,SUP-02
2023-04-01,EW001,Egg White Protein 1kg,Finished Good,Delhi WH,325,0.63,72,2023-01-19,13,4,12,18,0,1900,617500,12350.0,Very Slow (61-90d),0,0.0,SUP-08
2023-04-01,EW001,Egg White Protein 1kg,Finished Good,Mumbai WH,84,1.17,88,2023-01-03,20,11,34,35,0,1900,159600,3192.0,Very Slow (61-90d),0,0.0,SUP-10
2023-04-01,EW001,Egg White Protein 1kg,Finished Good,Pune WH,795,1.81,153,2022-10-30,7,6,18,54,0,1900,1510500,30210.0,Dead (90+d),1,0.0,SUP-07
2023-04-01,MG001,Mass Gainer 3kg,Finished Good,Bangalore WH,322,13.93,39,2023-02-21,20,139,417,418,1,4200,1352400,27048.0,Slow (31-60d),0,0.0,SUP-04
2023-04-01,MG001,Mass Gainer 3kg,Finished Good,Delhi WH,330,1.11,171,2022-10-12,23,12,37,33,0,4200,1386000,27720.0,Dead (90+d),1,0.0,SUP-10
2023-04-01,MG001,Mass Gainer 3kg,Finished Good,Mumbai WH,371,14.65,37,2023-02-23,8,58,175,439,0,4200,1558200,31164.0,Slow (31-60d),0,0.0,SUP-01
2023-04-01,MG001,Mass Gainer 3kg,Finished Good,Pune WH,20,15.17,18,2023-03-14,22,166,499,455,1,4200,84000,1680.0,Active (0-30d),0,94.0,SUP-05
2023-04-01,PP001,Plant Protein 1kg,Finished Good,Bangalore WH,54,33.29,28,2023-03-04,13,216,648,998,1,1750,94500,1890.0,Active (0-30d),0,90.7,SUP-01
2023-04-01,PP001,Plant Protein 1kg,Finished Good,Delhi WH,568,35.89,31,2023-03-01,16,287,861,1076,1,1750,994000,19880.0,Slow (31-60d),0,8.6,SUP-03
2023-04-01,PP001,Plant Protein 1kg,Finished Good,Mumbai WH,328,34.96,31,2023-03-01,24,419,1258,1048,1,1750,574000,11480.0,Slow (31-60d),0,21.5,SUP-03
2023-04-01,PP001,Plant Protein 1kg,Finished Good,Pune WH,178,33.44,23,2023-03-09,18,300,901,1003,1,1750,311500,6230.0,Active (0-30d),0,48.4,SUP-04
2023-04-01,RM001,Whey Concentrate WPC,Raw Material,Bangalore WH,516,5.02,188,2022-09-25,14,35,105,150,0,850,438600,8772.0,Dead (90+d),1,0.0,SUP-10
2023-04-01,RM001,Whey Concentrate WPC,Raw Material,Delhi WH,162,55.7,20,2023-03-12,7,194,583,1670,1,850,137700,2754.0,Active (0-30d),0,93.3,SUP-01
2023-04-01,RM001,Whey Concentrate WPC,Raw Material,Mumbai WH,363,42.21,6,2023-03-26,18,379,1138,1266,1,850,308550,6171.0,Active (0-30d),0,32.8,SUP-10
2023-04-01,RM001,Whey Concentrate WPC,Raw Material,Pune WH,22,73.08,20,2023-03-12,12,438,1314,2192,1,850,18700,374.0,Active (0-30d),0,93.3,SUP-05
2023-04-01,RM002,Casein Powder,Raw Material,Bangalore WH,383,15.64,42,2023-02-18,22,172,516,469,1,920,352360,7047.2,Slow (31-60d),0,0.0,SUP-05
2023-04-01,RM002,Casein Powder,Raw Material,Delhi WH,319,23.42,35,2023-02-25,12,140,421,702,1,920,293480,5869.6,Slow (31-60d),0,10.3,SUP-02
2023-04-01,RM002,Casein Powder,Raw Material,Mumbai WH,240,16.84,25,2023-03-07,22,185,555,505,1,920,220800,4416.0,Active (0-30d),0,12.6,SUP-05
2023-04-01,RM002,Casein Powder,Raw Material,Pune WH,143,18.61,14,2023-03-18,21,195,585,558,1,920,131560,2631.2,Active (0-30d),0,34.1,SUP-04
2023-04-01,RM003,Soy Protein Isolate,Raw Material,Bangalore WH,469,3.3,175,2022-10-08,17,28,84,98,0,780,365820,7316.4,Dead (90+d),1,0.0,SUP-07
2023-04-01,RM003,Soy Protein Isolate,Raw Material,Delhi WH,613,5.68,56,2023-02-04,14,39,118,170,0,780,478140,9562.8,Slow (31-60d),0,0.0,SUP-10
2023-04-01,RM003,Soy Protein Isolate,Raw Material,Mumbai WH,190,1.96,48,2023-02-12,22,21,64,58,0,780,148200,2964.0,Slow (31-60d),0,0.0,SUP-05
2023-04-01,RM003,Soy Protein Isolate,Raw Material,Pune WH,400,2.32,137,2022-11-15,13,15,45,69,0,780,312000,6240.0,Dead (90+d),1,0.0,SUP-08
2023-04-01,RM004,BCAA Powder Bulk,Raw Material,Bangalore WH,137,22.15,20,2023-03-12,15,166,498,664,1,1100,150700,3014.0,Active (0-30d),0,41.5,SUP-10
2023-04-01,RM004,BCAA Powder Bulk,Raw Material,Delhi WH,404,13.07,43,2023-02-17,19,124,372,392,0,1100,444400,8888.0,Slow (31-60d),0,0.0,SUP-07
2023-04-01,RM004,BCAA Powder Bulk,Raw Material,Mumbai WH,260,14.6,41,2023-02-19,10,73,219,438,0,1100,286000,5720.0,Slow (31-60d),0,3.1,SUP-06
2023-04-01,RM004,BCAA Powder Bulk,Raw Material,Pune WH,397,22.32,41,2023-02-19,11,122,367,669,0,1100,436700,8734.0,Slow (31-60d),0,3.2,SUP-04
2023-04-01,RM005,Collagen Hydrolysate,Raw Material,Bangalore WH,680,0.13,104,2022-12-18,9,0,1,3,0,650,442000,8840.0,Dead (90+d),1,0.0,SUP-07
2023-04-01,RM005,Collagen Hydrolysate,Raw Material,Delhi WH,725,1.5,98,2022-12-24,8,6,18,45,0,650,471250,9425.0,Dead (90+d),1,0.0,SUP-01
2023-04-01,RM005,Collagen Hydrolysate,Raw Material,Mumbai WH,99,3.55,48,2023-02-12,24,42,127,106,1,650,64350,1287.0,Slow (31-60d),0,0.0,SUP-03
2023-04-01,RM005,Collagen Hydrolysate,Raw Material,Pune WH,209,1.7,40,2023-02-20,8,6,19,50,0,650,135850,2717.0,Slow (31-60d),0,0.0,SUP-03
2023-04-01,RM006,Maltodextrin,Raw Material,Bangalore WH,121,49.73,41,2023-02-19,10,248,745,1491,1,120,14520,290.4,Slow (31-60d),0,86.3,SUP-08
2023-04-01,RM006,Maltodextrin,Raw Material,Delhi WH,478,36.19,38,2023-02-22,10,180,541,1085,1,120,57360,1147.2,Slow (31-60d),0,10.0,SUP-10
2023-04-01,RM006,Maltodextrin,Raw Material,Mumbai WH,282,44.22,20,2023-03-12,13,287,861,1326,1,120,33840,676.8,Active (0-30d),0,40.2,SUP-09
2023-04-01,RM006,Maltodextrin,Raw Material,Pune WH,372,32.6,35,2023-02-25,12,195,586,978,1,120,44640,892.8,Slow (31-60d),0,14.6,SUP-09
2023-04-01,RM007,Natural Flavors,Ingredient,Bangalore WH,430,1.6,87,2023-01-04,18,14,42,47,0,2200,946000,18920.0,Very Slow (61-90d),0,0.0,SUP-02
2023-04-01,RM007,Natural Flavors,Ingredient,Delhi WH,209,1.45,178,2022-10-05,9,6,19,43,0,2200,459800,9196.0,Dead (90+d),1,0.0,SUP-06
2023-04-01,RM007,Natural Flavors,Ingredient,Mumbai WH,757,0.2,94,2022-12-28,18,1,4,6,0,2200,1665400,33308.0,Dead (90+d),1,0.0,SUP-11
2023-04-01,RM007,Natural Flavors,Ingredient,Pune WH,663,2.55,64,2023-01-27,14,17,52,76,0,2200,1458600,29172.0,Very Slow (61-90d),0,0.0,SUP-06
2023-04-01,RM008,Sucralose,Ingredient,Bangalore WH,449,1.97,169,2022-10-14,19,18,55,59,0,3400,1526600,30532.0,Dead (90+d),1,0.0,SUP-07
2023-04-01,RM008,Sucralose,Ingredient,Delhi WH,360,0.65,135,2022-11-17,22,7,21,19,0,3400,1224000,24480.0,Dead (90+d),1,0.0,SUP-01
2023-04-01,RM008,Sucralose,Ingredient,Mumbai WH,491,1.94,65,2023-01-26,21,20,60,58,0,3400,1669400,33388.0,Very Slow (61-90d),0,0.0,SUP-09
2023-04-01,RM008,Sucralose,Ingredient,Pune WH,397,0.73,144,2022-11-08,14,5,15,21,0,3400,1349800,26996.0,Dead (90+d),1,0.0,SUP-08
2023-04-01,RM009,Vitamin Premix,Ingredient,Bangalore WH,519,8.85,33,2023-02-27,24,106,318,265,0,1800,934200,18684.0,Slow (31-60d),0,0.0,SUP-02
2023-04-01,RM009,Vitamin Premix,Ingredient,Delhi WH,475,14.63,38,2023-02-22,18,131,394,438,0,1800,855000,17100.0,Slow (31-60d),0,0.0,SUP-06
2023-04-01,RM009,Vitamin Premix,Ingredient,Mumbai WH,383,14.46,0,2023-04-01,12,86,259,433,0,1800,689400,13788.0,Active (0-30d),0,11.3,SUP-06
