date,product,region,opening_cash,collections,payments,operating_cash_flow,capex,investments,investing_cash_flow,loans,dividends,financing_cash_flow,net_cash_flow,closing_cash
2024-07-08,Product_10,West,4564397,235683,179891,55792,-47435,-7851,-55286,39189,-9600,29589,30095,4594492
2024-07-09,Product_8,North,4594492,224745,148204,76541,-20222,3669,-16553,14068,-6869,7199,67187,4661679
2024-07-09,Product_9,South,4661679,117384,141929,-24545,-15617,-14248,-29865,11401,-6295,5106,-49304,4612375
2024-07-09,Product_1,South,4612375,207834,94084,113750,-44575,3058,-41517,16451,-7227,9224,81457,4693832
2024-07-09,Product_7,South,4693832,168920,125681,43239,-42778,-3965,-46743,45481,-3040,42441,38937,4732769
2024-07-10,Product_2,North,4732769,106160,77633,28527,-34344,-2986,-37330,29104,-8853,20251,11448,4744217
2024-07-10,Product_5,East,4744217,172578,100390,72188,-28711,6122,-22589,37993,-9160,28833,78432,4822649
2024-07-10,Product_9,South,4822649,97727,172418,-74691,-9358,8305,-1053,12117,-6780,5337,-70407,4752242
2024-07-11,Product_9,North,4752242,135754,169847,-34093,-34371,-1267,-35638,40946,-5699,35247,-34484,4717758
2024-07-11,Product_10,South,4717758,156329,91007,65322,-30766,-13236,-44002,34253,-7843,26410,47730,4765488
2024-07-11,Product_3,North,4765488,111367,114624,-3257,-15106,-14811,-29917,48008,-707,47301,14127,4779615
2024-07-12,Product_1,West,4779615,90756,96378,-5622,-9255,-5516,-14771,36549,-1735,34814,14421,4794036
2024-07-13,Product_3,South,4794036,125113,134069,-8956,-37581,-14751,-52332,-799,-9424,-10223,-71511,4722525
2024-07-13,Product_3,South,4722525,89686,113363,-23677,-37007,-19339,-56346,24843,-3374,21469,-58554,4663971
2024-07-14,Product_7,West,4663971,168733,184982,-16249,-8083,9328,1245,26479,-3719,22760,7756,4671727
2024-07-15,Product_3,West,4671727,161437,158540,2897,-12446,-15557,-28003,35922,-9732,26190,1084,4672811
2024-07-15,Product_4,West,4672811,98752,158452,-59700,-18395,421,-17974,36273,-9958,26315,-51359,4621452
2024-07-15,Product_1,North,4621452,156559,70699,85860,-14715,-831,-15546,-3837,-4576,-8413,61901,4683353
2024-07-15,Product_7,South,4683353,204481,95585,108896,-35682,-4904,-40586,35114,-5299,29815,98125,4781478
2024-07-16,Product_7,South,4781478,116035,150373,-34338,-22826,4981,-17845,45450,-4437,41013,-11170,4770308
2024-07-16,Product_5,West,4770308,141929,158864,-16935,-17329,7301,-10028,5169,-5548,-379,-27342,4742966
2024-07-17,Product_8,South,4742966,143133,133861,9272,-33495,9619,-23876,20461,-8264,12197,-2407,4740559
2024-07-17,Product_5,East,4740559,86721,80609,6112,-12373,-14093,-26466,35249,-5656,29593,9239,4749798
2024-07-17,Product_2,North,4749798,144309,89984,54325,-13286,-14099,-27385,11552,-9325,2227,29167,4778965
2024-07-18,Product_6,South,4778965,225788,174099,51689,-16138,-17470,-33608,31112,-7045,24067,42148,4821113
2024-07-18,Product_9,North,4821113,181268,77347,103921,-21920,-6109,-28029,20108,-7179,12929,88821,4909934
2024-07-18,Product_4,South,4909934,135099,95262,39837,-17677,-897,-18574,-1732,-4349,-6081,15182,4925116
2024-07-18,Product_2,West,4925116,119922,102913,17009,-36497,-13512,-50009,35677,-3850,31827,-1173,4923943
2024-07-19,Product_8,East,4923943,236104,104936,131168,-34794,8820,-25974,30331,-9074,21257,126451,5050394
2024-07-19,Product_7,West,5050394,203279,101568,101711,-37003,-5917,-42920,34823,-6928,27895,86686,5137080
2024-07-20,Product_7,West,5137080,178723,72411,106312,-42285,-314,-42599,37009,-9700,27309,91022,5228102
2024-07-21,Product_3,East,5228102,106715,87605,19110,-39317,-10044,-49361,49252,-4481,44771,14520,5242622
2024-07-21,Product_5,South,5242622,234249,84022,150227,-45761,2391,-43370,-14458,-9092,-23550,83307,5325929
2024-07-21,Product_1,North,5325929,233812,119353,114459,-29817,-5172,-34989,36532,-2385,34147,113617,5439546
2024-07-21,Product_5,North,5439546,211743,60163,151580,-46424,-8766,-55190,33744,-4795,28949,125339,5564885
2024-07-22,Product_5,West,5564885,200575,89300,111275,-29345,-9251,-38596,5121,-4719,402,73081,5637966
2024-07-22,Product_2,West,5637966,152930,88380,64550,-31035,-123,-31158,35316,-2672,32644,66036,5704002
2024-07-22,Product_9,West,5704002,243856,63191,180665,-38160,5000,-33160,44641,-571,44070,191575,5895577
2024-07-23,Product_1,South,5895577,170353,88671,81682,-30364,3835,-26529,8602,-6869,1733,56886,5952463
2024-07-23,Product_8,North,5952463,87099,116492,-29393,-36186,-5084,-41270,10111,-7083,3028,-67635,5884828
2024-07-23,Product_1,East,5884828,140920,123530,17390,-41224,-12212,-53436,8082,-8599,-517,-36563,5848265
2024-07-23,Product_3,West,5848265,163588,148340,15248,-33903,-7911,-41814,-9858,-365,-10223,-36789,5811476
2024-07-24,Product_4,East,5811476,205426,124027,81399,-33138,7065,-26073,9956,-8964,992,56318,5867794
2024-07-24,Product_6,West,5867794,216511,102533,113978,-33270,-6721,-39991,19279,-7504,11775,85762,5953556
2024-07-24,Product_8,West,5953556,207896,157661,50235,-11979,6189,-5790,22600,-8569,14031,58476,6012032
2024-07-24,Product_7,South,6012032,86910,106857,-19947,-39964,131,-39833,5227,-5978,-751,-60531,5951501
2024-07-25,Product_2,South,5951501,188212,99071,89141,-8983,-10497,-19480,40703,-8714,31989,101650,6053151
2024-07-25,Product_10,East,6053151,205200,149489,55711,-31806,-7768,-39574,2168,-4583,-2415,13722,6066873
2024-07-25,Product_10,North,6066873,172949,193533,-20584,-19291,-5964,-25255,44946,-685,44261,-1578,6065295
2024-07-25,Product_1,West,6065295,157794,90841,66953,-15736,-15125,-30861,30408,-7697,22711,58803,6124098
2024-07-26,Product_5,South,6124098,159751,158605,1146,-28911,2765,-26146,-5429,-9951,-15380,-40380,6083718
2024-07-27,Product_6,South,6083718,123541,83387,40154,-33444,-3860,-37304,-6943,-4558,-11501,-8651,6075067
2024-07-27,Product_4,East,6075067,124638,80567,44071,-34739,5036,-29703,-16246,-1724,-17970,-3602,6071465
2024-07-27,Product_1,West,6071465,88706,68894,19812,-23037,-1550,-24587,31612,-5926,25686,20911,6092376
2024-07-28,Product_9,West,6092376,181604,148199,33405,-46321,3737,-42584,45095,-6272,38823,29644,6122020
2024-07-28,Product_5,East,6122020,118787,81727,37060,-47815,9545,-38270,48056,-3081,44975,43765,6165785
2024-07-28,Product_5,West,6165785,160102,136865,23237,-36656,-17841,-54497,17900,-2547,15353,-15907,6149878
2024-07-28,Product_4,South,6149878,188777,79033,109744,-15805,-16917,-32722,6832,-1037,5795,82817,6232695
2024-07-29,Product_2,North,6232695,169464,177322,-7858,-41751,-18222,-59973,-14890,-5189,-20079,-87910,6144785
2024-07-30,Product_3,North,6144785,162617,160483,2134,-14596,-14749,-29345,-1687,-1013,-2700,-29911,6114874
2024-07-30,Product_3,South,6114874,153445,163892,-10447,-18109,-17977,-36086,39796,-5891,33905,-12628,6102246
2024-07-30,Product_9,North,6102246,226451,87766,138685,-48590,-17437,-66027,16060,-3586,12474,85132,6187378
2024-07-30,Product_8,North,6187378,199119,155286,43833,-11643,7523,-4120,16727,-161,16566,56279,6243657
2024-07-31,Product_2,East,6243657,239803,169458,70345,-49848,-16610,-66458,-14003,-6354,-20357,-16470,6227187
2024-07-31,Product_6,West,6227187,122092,122539,-447,-5541,1817,-3724,17861,-867,16994,12823,6240010
2024-08-01,Product_3,West,6240010,85469,88854,-3385,-11256,5782,-5474,13937,-830,13107,4248,6244258
2024-08-01,Product_4,North,6244258,164730,87386,77344,-14518,-6742,-21260,-3816,-1019,-4835,51249,6295507
2024-08-01,Product_6,North,6295507,157984,94051,63933,-35447,9742,-25705,10254,-2125,8129,46357,6341864
2024-08-01,Product_7,North,6341864,83471,180312,-96841,-35268,-11671,-46939,14865,-5068,9797,-133983,6207881
2024-08-02,Product_1,South,6207881,217469,113072,104397,-29570,-1716,-31286,3284,-1449,1835,74946,6282827
2024-08-02,Product_3,South,6282827,150553,154788,-4235,-12999,2436,-10563,22963,-2096,20867,6069,6288896
2024-08-02,Product_5,South,6288896,236351,168899,67452,-31201,-285,-31486,9309,-7462,1847,37813,6326709
2024-08-03,Product_3,North,6326709,82839,128920,-46081,-48619,-9947,-58566,-6507,-685,-7192,-111839,6214870
2024-08-03,Product_9,East,6214870,147155,122424,24731,-28252,-4739,-32991,-18569,-9067,-27636,-35896,6178974
2024-08-04,Product_6,West,6178974,183302,191234,-7932,-39742,-325,-40067,-2985,-905,-3890,-51889,6127085
2024-08-04,Product_6,East,6127085,220905,67896,153009,-37972,-3035,-41007,21800,-5347,16453,128455,6255540
2024-08-05,Product_4,South,6255540,98681,163864,-65183,-20892,-5469,-26361,-2927,-4000,-6927,-98471,6157069
2024-08-05,Product_7,South,6157069,204302,175359,28943,-12927,-4438,-17365,46707,-5591,41116,52694,6209763
2024-08-05,Product_7,North,6209763,130601,193611,-63010,-41727,-6817,-48544,2669,-5432,-2763,-114317,6095446
2024-08-05,Product_5,South,6095446,108228,182788,-74560,-36703,6928,-29775,-1678,-8562,-10240,-114575,5980871
2024-08-06,Product_5,West,5980871,122891,141912,-19021,-11588,5000,-6588,-13696,-7345,-21041,-46650,5934221
2024-08-07,Product_4,East,5934221,226424,189350,37074,-38365,-554,-38919,-17664,-9879,-27543,-29388,5904833
2024-08-08,Product_2,West,5904833,234553,78474,156079,-49629,-7536,-57165,47169,-1517,45652,144566,6049399
2024-08-09,Product_2,North,6049399,93140,186468,-93328,-22921,-5643,-28564,48673,-6985,41688,-80204,5969195
2024-08-09,Product_2,West,5969195,176111,138258,37853,-17924,-16250,-34174,37326,-8103,29223,32902,6002097
2024-08-10,Product_10,East,6002097,147263,160158,-12895,-15800,-14945,-30745,43878,-2324,41554,-2086,6000011
2024-08-10,Product_4,South,6000011,143870,69283,74587,-35573,-6829,-42402,10933,-5774,5159,37344,6037355
2024-08-11,Product_8,North,6037355,176334,78133,98201,-19939,-19219,-39158,36700,-6823,29877,88920,6126275
2024-08-11,Product_10,West,6126275,109118,160417,-51299,-21280,2263,-19017,-6435,-3970,-10405,-80721,6045554
2024-08-11,Product_8,West,6045554,103648,101971,1677,-23658,1253,-22405,44166,-6744,37422,16694,6062248
2024-08-11,Product_2,East,6062248,243730,197924,45806,-34450,-17449,-51899,41001,-7,40994,34901,6097149
2024-08-12,Product_9,West,6097149,137828,198311,-60483,-11710,1384,-10326,1038,-8078,-7040,-77849,6019300
2024-08-12,Product_8,South,6019300,218043,145445,72598,-16531,-5279,-21810,17711,-6530,11181,61969,6081269
2024-08-12,Product_3,East,6081269,212970,64135,148835,-11629,-8832,-20461,45031,-612,44419,172793,6254062
2024-08-12,Product_5,West,6254062,119901,71205,48696,-10906,-17409,-28315,42987,-7183,35804,56185,6310247
2024-08-13,Product_7,North,6310247,132756,175357,-42601,-6283,-19077,-25360,-18875,-1529,-20404,-88365,6221882
2024-08-14,Product_7,West,6221882,227226,199076,28150,-14752,2658,-12094,6819,-3864,2955,19011,6240893
2024-08-14,Product_4,South,6240893,235289,92994,142295,-20036,-8261,-28297,29416,-9587,19829,133827,6374720
2024-08-14,Product_6,South,6374720,211717,141835,69882,-35090,1953,-33137,32142,-2504,29638,66383,6441103
2024-08-15,Product_8,South,6441103,89346,60587,28759,-17763,6397,-11366,49615,-3348,46267,63660,6504763
2024-08-16,Product_8,South,6504763,175648,85556,90092,-23099,-9215,-32314,25096,-6450,18646,76424,6581187
2024-08-16,Product_2,South,6581187,113866,165400,-51534,-23710,-8561,-32271,21855,-6416,15439,-68366,6512821
2024-08-16,Product_5,West,6512821,229130,92602,136528,-14122,-7424,-21546,38067,-6049,32018,147000,6659821
2024-08-16,Product_2,East,6659821,221559,60155,161404,-6958,-9307,-16265,18547,-6144,12403,157542,6817363
2024-08-17,Product_7,East,6817363,167960,123278,44682,-42396,-13630,-56026,-10472,-948,-11420,-22764,6794599
2024-08-17,Product_4,South,6794599,235024,113798,121226,-38160,-7870,-46030,30939,-7374,23565,98761,6893360
2024-08-17,Product_2,East,6893360,206688,146661,60027,-12418,2746,-9672,47990,-9658,38332,88687,6982047
2024-08-17,Product_2,West,6982047,213669,62659,151010,-25980,-10969,-36949,-4963,-5661,-10624,103437,7085484
2024-08-18,Product_4,North,7085484,219544,121709,97835,-9249,-5051,-14300,14518,-4757,9761,93296,7178780
2024-08-18,Product_9,East,7178780,95282,65075,30207,-15412,-4314,-19726,8365,-7230,1135,11616,7190396
2024-08-18,Product_9,East,7190396,93947,154840,-60893,-18074,-626,-18700,36307,-4493,31814,-47779,7142617
2024-08-19,Product_6,North,7142617,242727,103472,139255,-11816,-8361,-20177,44307,-1762,42545,161623,7304240
2024-08-19,Product_9,East,7304240,172493,185149,-12656,-37808,-14173,-51981,12762,-8259,4503,-60134,7244106
2024-08-19,Product_8,South,7244106,161768,166108,-4340,-29173,2101,-27072,43095,-3198,39897,8485,7252591
2024-08-19,Product_7,West,7252591,115292,134813,-19521,-36600,-1137,-37737,-10115,-5154,-15269,-72527,7180064
2024-08-20,Product_2,North,7180064,175998,109812,66186,-18615,5875,-12740,24900,-7851,17049,70495,7250559
2024-08-20,Product_1,North,7250559,218440,145436,73004,-35600,-6365,-41965,-10832,-4577,-15409,15630,7266189
2024-08-20,Product_8,West,7266189,112174,197653,-85479,-49619,-13683,-63302,44046,-526,43520,-105261,7160928
2024-08-21,Product_3,South,7160928,207795,148668,59127,-21789,-5433,-27222,41944,-3740,38204,70109,7231037
2024-08-22,Product_4,East,7231037,228934,90795,138139,-13770,-8907,-22677,26571,-193,26378,141840,7372877
2024-08-22,Product_8,South,7372877,91190,122824,-31634,-47752,-10698,-58450,20197,-2261,17936,-72148,7300729
2024-08-22,Product_9,South,7300729,237584,197788,39796,-26259,8933,-17326,-15622,-7815,-23437,-967,7299762
2024-08-23,Product_10,North,7299762,191032,102604,88428,-7800,9538,1738,-14590,-1455,-16045,74121,7373883
2024-08-23,Product_4,West,7373883,217868,146716,71152,-48056,-2291,-50347,38557,-1159,37398,58203,7432086
2024-08-23,Product_4,West,7432086,176038,63828,112210,-22087,-7395,-29482,11337,-5482,5855,88583,7520669
2024-08-24,Product_9,North,7520669,216535,130448,86087,-9648,-19145,-28793,39156,-2866,36290,93584,7614253
2024-08-24,Product_7,East,7614253,148648,82054,66594,-9492,2207,-7285,1386,-1356,30,59339,7673592
2024-08-25,Product_1,West,7673592,141035,68210,72825,-49363,-7129,-56492,40348,-6132,34216,50549,7724141
2024-08-25,Product_1,North,7724141,214393,141348,73045,-42383,-4488,-46871,32893,-3052,29841,56015,7780156
2024-08-25,Product_7,North,7780156,233262,127411,105851,-28377,-6031,-34408,49569,-5443,44126,115569,7895725
2024-08-26,Product_1,East,7895725,104995,94542,10453,-15651,-19065,-34716,-3285,-7922,-11207,-35470,7860255
2024-08-26,Product_9,East,7860255,151425,146120,5305,-39610,-9942,-49552,44200,-7544,36656,-7591,7852664
2024-08-27,Product_3,West,7852664,140058,122068,17990,-16777,-18372,-35149,10373,-386,9987,-7172,7845492
2024-08-27,Product_8,South,7845492,239741,154475,85266,-7282,-18144,-25426,28438,-7980,20458,80298,7925790
2024-08-27,Product_10,North,7925790,154964,179006,-24042,-44832,-12554,-57386,30583,-5624,24959,-56469,7869321
2024-08-28,Product_5,South,7869321,228586,181251,47335,-40426,-16500,-56926,16788,-3259,13529,3938,7873259
2024-08-28,Product_2,West,7873259,228930,139003,89927,-44758,1544,-43214,48670,-2070,46600,93313,7966572
2024-08-29,Product_10,East,7966572,146677,143555,3122,-25384,-9865,-35249,25734,-3361,22373,-9754,7956818
2024-08-29,Product_8,West,7956818,148803,151703,-2900,-26312,7840,-18472,24179,-5906,18273,-3099,7953719
2024-08-29,Product_10,West,7953719,97297,62011,35286,-49014,-6210,-55224,-8262,-1829,-10091,-30029,7923690
2024-08-29,Product_5,West,7923690,212001,151575,60426,-34504,-2562,-37066,28515,-5744,22771,46131,7969821
2024-08-30,Product_2,North,7969821,218141,102359,115782,-24799,-19558,-44357,-12403,-4458,-16861,54564,8024385
2024-08-31,Product_10,East,8024385,237489,180956,56533,-7169,-1444,-8613,2052,-6313,-4261,43659,8068044
2024-08-31,Product_5,East,8068044,238806,197416,41390,-23800,5372,-18428,41516,-4154,37362,60324,8128368
2024-08-31,Product_4,North,8128368,139500,170659,-31159,-32716,-16764,-49480,-4152,-2352,-6504,-87143,8041225
2024-08-31,Product_2,North,8041225,166836,196570,-29734,-15582,-2670,-18252,44386,-9569,34817,-13169,8028056
2024-09-01,Product_3,South,8028056,210544,60340,150204,-48949,-3234,-52183,42443,-9748,32695,130716,8158772
2024-09-01,Product_7,West,8158772,165376,159931,5445,-35654,5879,-29775,35778,-5004,30774,6444,8165216
2024-09-01,Product_2,East,8165216,224355,115568,108787,-24554,219,-24335,37169,-2151,35018,119470,8284686
2024-09-01,Product_6,North,8284686,164754,137988,26766,-23951,-18693,-42644,15428,-3730,11698,-4180,8280506
2024-09-02,Product_5,South,8280506,235914,86421,149493,-6708,-16370,-23078,-405,-6538,-6943,119472,8399978
2024-09-02,Product_7,West,8399978,87684,151088,-63404,-6207,-6669,-12876,47496,-557,46939,-29341,8370637
2024-09-02,Product_10,West,8370637,93893,126418,-32525,-42529,7243,-35286,18635,-6963,11672,-56139,8314498
2024-09-03,Product_6,East,8314498,158518,166233,-7715,-43115,-12731,-55846,38954,-8125,30829,-32732,8281766
2024-09-03,Product_8,East,8281766,100878,128344,-27466,-44410,-16175,-60585,16304,-6068,10236,-77815,8203951
2024-09-03,Product_2,West,8203951,98354,82190,16164,-11142,8398,-2744,31971,-9094,22877,36297,8240248
2024-09-03,Product_3,West,8240248,205438,108456,96982,-39631,-3501,-43132,-11984,-2384,-14368,39482,8279730
2024-09-04,Product_1,West,8279730,191431,140018,51413,-45510,-3835,-49345,1826,-2490,-664,1404,8281134
2024-09-05,Product_7,West,8281134,179441,196917,-17476,-26162,-16094,-42256,-663,-5929,-6592,-66324,8214810
2024-09-06,Product_5,West,8214810,228683,112887,115796,-20906,-2921,-23827,38653,-4152,34501,126470,8341280
2024-09-06,Product_3,East,8341280,202225,70503,131722,-24225,-15792,-40017,-8410,-8733,-17143,74562,8415842
2024-09-06,Product_7,East,8415842,146624,180356,-33732,-25620,-10041,-35661,-11932,-2235,-14167,-83560,8332282
2024-09-06,Product_9,East,8332282,186752,154754,31998,-15433,-4962,-20395,32327,-4897,27430,39033,8371315
2024-09-07,Product_4,South,8371315,180318,192453,-12135,-6098,-190,-6288,4322,-9101,-4779,-23202,8348113
2024-09-07,Product_2,North,8348113,239292,82031,157261,-10185,-4729,-14914,39766,-7913,31853,174200,8522313
2024-09-08,Product_6,West,8522313,191041,176185,14856,-15350,-17445,-32795,48487,-1238,47249,29310,8551623
2024-09-08,Product_8,South,8551623,181084,83782,97302,-33454,-17632,-51086,-4408,-5789,-10197,36019,8587642
2024-09-08,Product_5,North,8587642,245396,182258,63138,-28864,5880,-22984,10750,-182,10568,50722,8638364
2024-09-08,Product_7,West,8638364,118333,181929,-63596,-20369,4035,-16334,-18411,-9779,-28190,-108120,8530244
2024-09-09,Product_2,South,8530244,242993,164859,78134,-21237,-10797,-32034,-11756,-6846,-18602,27498,8557742
2024-09-09,Product_4,North,8557742,151126,116071,35055,-10585,-10773,-21358,-7763,-4945,-12708,989,8558731
2024-09-09,Product_8,South,8558731,126154,67016,59138,-19027,-4080,-23107,34238,-9456,24782,60813,8619544
2024-09-09,Product_10,North,8619544,242969,110961,132008,-8167,-8011,-16178,6917,-6352,565,116395,8735939
2024-09-10,Product_8,South,8735939,233512,140811,92701,-10276,-11141,-21417,-992,-5738,-6730,64554,8800493
2024-09-10,Product_3,North,8800493,216865,196643,20222,-36331,-3791,-40122,23148,-9298,13850,-6050,8794443
2024-09-10,Product_1,South,8794443,200779,189714,11065,-49452,-9360,-58812,12441,-8662,3779,-43968,8750475
